account_id,customer_id,account_number,bsb_code,account_type,creation_date,balance,currency,status,is_mule_account,daily_limit,monthly_limit
ACC00000241,AU-CUST00187,982673309,018-362,Current,2025-01-10,15726.54,AUD,ACTIVE,False,5000,50000
ACC00000242,AU-CUST00188,649760776,016-928,Current,2024-12-01,484.03,AUD,ACTIVE,False,10000,200000
ACC00000243,AU-CUST00189,360536858,014-812,Current,2024-06-29,4147.45,AUD,ACTIVE,False,5000,20000
ACC00000244,AU-CUST00190,565328082,013-878,Current,2024-02-16,6588.96,AUD,ACTIVE,False,5000,20000
ACC00000245,AU-CUST00190,715513102,015-140,Savings,2025-05-03,19476.46,AUD,ACTIVE,False,10000,50000
ACC00000246,AU-CUST00191,700559434,013-953,Current,2024-02-13,4670.22,AUD,ACTIVE,False,25000,20000
ACC00000247,AU-CUST00192,332278507,018-118,Current,2025-06-03,3883.25,AUD,ACTIVE,False,2000,100000
ACC00000248,AU-CUST00193,834906995,012-609,Current,2024-07-08,1768.01,AUD,ACTIVE,False,2000,50000
ACC00000249,AU-CUST00194,869395860,018-062,Current,2024-02-28,1057.82,AUD,ACTIVE,False,5000,100000
ACC00000250,AU-CUST00195,343278260,017-582,Current,2025-01-25,9006.81,AUD,ACTIVE,False,2000,100000
ACC00000251,AU-CUST00196,632623814,013-794,Current,2025-04-22,1445.14,AUD,ACTIVE,False,25000,50000
ACC00000252,AU-CUST00197,806955758,018-654,Current,2024-03-07,310.27,AUD,ACTIVE,False,2000,50000
ACC00000253,AU-CUST00198,530713894,016-555,Current,2025-06-02,20371.24,AUD,ACTIVE,False,2000,50000
ACC00000254,AU-CUST00199,587025246,018-111,Current,2025-02-01,4438.89,AUD,ACTIVE,False,2000,50000
ACC00000255,AU-CUST00200,231196539,014-314,Current,2024-05-18,2844.24,AUD,ACTIVE,False,5000,50000
ACC00000256,AU-CUST00201,298661272,015-431,Current,2025-03-01,6256.73,AUD,ACTIVE,False,25000,20000
ACC00000257,AU-CUST00202,996256854,012-612,Current,2024-08-18,12370.77,AUD,ACTIVE,False,5000,50000
ACC00000258,AU-CUST00202,451236775,018-700,Business,2025-09-12,580.67,AUD,ACTIVE,False,10000,100000
ACC00000259,AU-CUST00203,671186617,016-741,Current,2024-12-14,1983.4,AUD,ACTIVE,False,5000,20000
ACC00000260,AU-CUST00204,167759560,014-555,Current,2024-03-10,4397.09,AUD,ACTIVE,False,2000,50000
ACC00000261,AU-CUST00204,522930991,016-241,Savings,2024-08-02,850.88,AUD,ACTIVE,False,5000,50000
ACC00000262,AU-CUST00205,549376380,014-758,Current,2024-05-14,4132.64,AUD,ACTIVE,False,2000,20000
ACC00000263,AU-CUST00205,179345293,012-761,Savings,2024-11-02,94191.96,AUD,ACTIVE,False,2000,200000
ACC00000264,AU-CUST00206,717054420,015-144,Current,2025-02-28,9653.48,AUD,ACTIVE,False,5000,100000
ACC00000265,AU-CUST00206,648399354,015-763,Current,2025-05-28,8938.39,AUD,ACTIVE,False,10000,20000
ACC00000266,AU-CUST00207,534070381,015-494,Current,2025-03-18,5147.14,AUD,ACTIVE,False,2000,100000
ACC00000267,AU-CUST00208,409017110,016-559,Current,2024-01-07,4000.94,AUD,ACTIVE,False,5000,50000
ACC00000268,AU-CUST00209,612360017,015-265,Current,2024-04-27,626.49,AUD,ACTIVE,False,5000,50000
ACC00000269,AU-CUST00210,492469971,018-210,Current,2024-11-29,9954.25,AUD,ACTIVE,False,10000,20000
ACC00000270,AU-CUST00211,572747446,016-205,Current,2025-05-12,36994.28,AUD,ACTIVE,False,25000,200000
ACC00000271,AU-CUST00211,861335542,014-918,Current,2025-09-13,9277.16,AUD,ACTIVE,False,10000,20000
ACC00000272,AU-CUST00212,649389872,014-747,Current,2025-01-05,1925.69,AUD,ACTIVE,False,5000,200000
ACC00000273,AU-CUST00212,105026968,016-712,Savings,2025-04-07,869.08,AUD,ACTIVE,False,10000,50000
ACC00000274,AU-CUST00213,553864965,012-399,Current,2025-01-22,1397.78,AUD,ACTIVE,False,10000,50000
ACC00000275,AU-CUST00214,841633477,016-345,Current,2024-08-01,5528.98,AUD,ACTIVE,False,10000,50000
ACC00000276,AU-CUST00215,523568397,016-927,Current,2024-01-31,1257.31,AUD,ACTIVE,False,2000,20000
ACC00000277,AU-CUST00216,832796496,014-407,Current,2025-02-24,940.34,AUD,ACTIVE,False,10000,50000
ACC00000278,AU-CUST00217,773015820,017-799,Current,2025-03-14,2974.41,AUD,ACTIVE,False,2000,100000
ACC00000279,AU-CUST00218,454121020,013-803,Current,2024-08-31,627.3,AUD,ACTIVE,False,10000,20000
ACC00000280,AU-CUST00219,971296378,015-291,Current,2024-10-05,30389.52,AUD,ACTIVE,False,5000,20000
ACC00000281,AU-CUST00220,453104656,016-675,Current,2024-05-09,677.65,AUD,ACTIVE,False,5000,200000
ACC00000282,AU-CUST00221,942061337,016-230,Current,2024-09-05,376.3,AUD,ACTIVE,False,2000,50000
ACC00000283,AU-CUST00222,153726276,017-617,Current,2024-05-12,11438.42,AUD,ACTIVE,False,2000,50000
ACC00000284,AU-CUST00223,111369241,018-990,Current,2024-08-18,755.53,AUD,ACTIVE,False,10000,20000
ACC00000285,AU-CUST00224,177908322,016-206,Current,2024-03-14,15782.17,AUD,ACTIVE,False,2000,100000
ACC00000286,AU-CUST00225,223813845,018-891,Current,2024-11-29,263.34,AUD,ACTIVE,False,2000,20000
ACC00000287,AU-CUST00225,976992389,013-330,Savings,2025-03-31,342.13,AUD,ACTIVE,False,10000,50000
ACC00000288,AU-CUST00226,279047230,015-373,Current,2024-05-15,693.99,AUD,ACTIVE,False,5000,100000
ACC00000289,AU-CUST00227,150253692,013-853,Current,2025-02-01,888.96,AUD,ACTIVE,False,2000,20000
ACC00000290,AU-CUST00227,248189738,014-817,Current,2025-09-08,1347.13,AUD,ACTIVE,False,10000,200000
ACC00000291,AU-CUST00228,941751057,013-468,Current,2024-10-11,2001.44,AUD,ACTIVE,False,10000,20000
ACC00000292,AU-CUST00228,406129751,012-613,Current,2025-07-31,1912.97,AUD,ACTIVE,False,10000,50000
ACC00000293,AU-CUST00229,491163036,018-074,Current,2025-05-06,427.99,AUD,ACTIVE,False,2000,200000
ACC00000294,AU-CUST00229,945760845,016-910,Savings,2025-07-20,18962.91,AUD,ACTIVE,False,2000,20000
ACC00000295,AU-CUST00230,833200971,018-508,Current,2024-05-01,787.26,AUD,ACTIVE,False,5000,20000
ACC00000296,AU-CUST00230,248362784,013-767,Savings,2025-02-11,48322.7,AUD,ACTIVE,False,25000,50000
ACC00000297,AU-CUST00231,756621878,016-083,Current,2024-05-29,3510.47,AUD,ACTIVE,False,2000,50000
ACC00000298,AU-CUST00232,961948155,017-417,Current,2024-05-13,2193.43,AUD,ACTIVE,False,10000,20000
ACC00000299,AU-CUST00233,971942061,018-042,Current,2024-12-12,2042.6,AUD,ACTIVE,False,10000,200000
ACC00000300,AU-CUST00233,304750731,013-242,Savings,2025-01-10,12084.93,AUD,ACTIVE,False,5000,50000
ACC00000301,AU-CUST00234,238602622,016-567,Current,2024-02-28,7795.9,AUD,ACTIVE,False,10000,50000
ACC00000302,AU-CUST00235,821218692,013-913,Current,2025-01-11,1024.01,AUD,ACTIVE,False,25000,100000
ACC00000303,AU-CUST00236,117840773,012-594,Current,2025-03-25,7827.01,AUD,ACTIVE,False,2000,20000
ACC00000304,AU-CUST00237,272297997,018-796,Current,2025-01-05,2353.35,AUD,ACTIVE,False,5000,50000
ACC00000305,AU-CUST00237,884514652,013-812,Current,2025-04-27,1040.31,AUD,ACTIVE,False,10000,20000
ACC00000306,AU-CUST00238,975733211,018-664,Current,2024-03-14,86.77,AUD,ACTIVE,False,2000,50000
ACC00000307,AU-CUST00238,456994685,017-690,Savings,2025-02-16,4433.15,AUD,ACTIVE,False,25000,20000
ACC00000308,AU-CUST00239,212018740,018-745,Current,2024-09-27,31184.3,AUD,ACTIVE,False,2000,50000
ACC00000309,AU-CUST00240,507994861,017-164,Current,2024-10-19,340.32,AUD,ACTIVE,False,2000,20000
ACC00000310,AU-CUST00241,967605091,018-794,Current,2024-08-02,447.82,AUD,ACTIVE,False,2000,20000
ACC00000311,AU-CUST00242,185318388,018-863,Current,2024-09-13,1033.51,AUD,ACTIVE,False,2000,20000
ACC00000312,AU-CUST00243,795550780,016-146,Current,2025-02-22,5587.81,AUD,ACTIVE,False,5000,20000
ACC00000313,AU-CUST00244,359047559,016-403,Current,2025-04-03,711.95,AUD,ACTIVE,False,5000,200000
ACC00000314,AU-CUST00244,862534846,015-245,Savings,2025-09-16,14610.65,AUD,ACTIVE,False,2000,50000
ACC00000315,AU-CUST00245,892660977,016-993,Current,2024-06-13,730.31,AUD,ACTIVE,False,2000,20000
ACC00000316,AU-CUST00246,714390341,015-938,Current,2024-06-30,1780.06,AUD,ACTIVE,False,10000,100000
ACC00000317,AU-CUST00247,161709417,014-361,Current,2024-04-24,1136.45,AUD,ACTIVE,False,5000,200000
ACC00000318,AU-CUST00248,539299274,012-286,Current,2024-08-08,2988.67,AUD,ACTIVE,False,5000,50000
ACC00000319,AU-CUST00248,214431405,017-978,Business,2024-09-26,5892.4,AUD,ACTIVE,False,10000,50000
ACC00000320,AU-CUST00249,187077414,016-967,Current,2024-10-26,357.98,AUD,ACTIVE,False,2000,50000
ACC00000321,AU-CUST00250,962612468,012-747,Current,2025-01-26,84087.26,AUD,ACTIVE,False,10000,20000
ACC00000322,AU-CUST00250,920446738,015-208,Savings,2025-07-26,16412.12,AUD,ACTIVE,False,10000,20000
ACC00000323,AU-CUST00251,759495416,013-043,Current,2024-05-26,5180.01,AUD,ACTIVE,False,25000,100000
ACC00000324,AU-CUST00251,300886985,016-645,Savings,2025-03-03,5341.16,AUD,ACTIVE,False,25000,50000
ACC00000325,AU-CUST00252,988565141,015-085,Current,2024-04-28,3465.02,AUD,ACTIVE,False,25000,20000
ACC00000326,AU-CUST00253,855030624,013-011,Current,2024-01-19,27737.6,AUD,ACTIVE,False,5000,20000
ACC00000327,AU-CUST00253,632883979,018-873,Savings,2025-09-11,741.4,AUD,ACTIVE,False,5000,20000
ACC00000328,AU-CUST00254,228323563,017-044,Current,2024-02-21,12399.43,AUD,ACTIVE,False,2000,20000
ACC00000329,AU-CUST00255,434555042,016-628,Current,2024-01-29,26885.07,AUD,ACTIVE,False,2000,200000
ACC00000330,AU-CUST00255,103564845,018-457,Current,2025-09-11,18827.28,AUD,ACTIVE,False,10000,50000
ACC00000331,AU-CUST00256,972673211,017-717,Current,2024-04-23,14883.92,AUD,ACTIVE,False,10000,20000
ACC00000332,AU-CUST00257,629230192,013-549,Current,2025-01-16,8603.65,AUD,ACTIVE,False,10000,50000
ACC00000333,AU-CUST00258,721841530,017-359,Current,2025-03-01,262.51,AUD,ACTIVE,False,5000,100000
ACC00000334,AU-CUST00259,783378998,017-412,Current,2025-06-18,5068.24,AUD,ACTIVE,False,10000,20000
ACC00000335,AU-CUST00259,596057058,017-326,Business,2025-07-14,1487.52,AUD,ACTIVE,False,2000,20000
ACC00000336,AU-CUST00260,998262294,013-879,Current,2024-10-26,1943.26,AUD,ACTIVE,False,2000,100000
ACC00000337,AU-CUST00261,373844616,018-393,Current,2024-09-06,134.28,AUD,ACTIVE,False,25000,100000
ACC00000338,AU-CUST00262,591209796,013-300,Current,2025-05-08,4705.33,AUD,ACTIVE,False,10000,100000
ACC00000339,AU-CUST00263,289795028,016-791,Current,2024-03-21,5569.06,AUD,ACTIVE,False,5000,200000
ACC00000340,AU-CUST00264,386697321,012-821,Current,2024-12-12,3277.16,AUD,ACTIVE,False,2000,50000
ACC00000341,AU-CUST00265,464658989,013-436,Current,2025-03-25,1781.99,AUD,ACTIVE,False,10000,20000
ACC00000342,AU-CUST00265,462415190,015-939,Current,2025-08-31,9046.43,AUD,ACTIVE,False,2000,100000
ACC00000343,AU-CUST00266,777253780,015-601,Current,2024-10-02,19081.17,AUD,ACTIVE,False,10000,50000
ACC00000344,AU-CUST00266,378797432,013-231,Current,2025-07-19,2615.69,AUD,ACTIVE,False,2000,50000
ACC00000345,AU-CUST00267,733590348,012-172,Current,2024-05-23,12004.1,AUD,ACTIVE,False,2000,100000
ACC00000346,AU-CUST00267,670850846,012-993,Savings,2025-04-10,51665.81,AUD,ACTIVE,False,5000,50000
ACC00000347,AU-CUST00268,408260992,013-675,Current,2024-12-06,22159.29,AUD,ACTIVE,False,5000,50000
ACC00000348,AU-CUST00269,465505620,017-803,Current,2025-06-30,314.39,AUD,ACTIVE,False,2000,20000
ACC00000349,AU-CUST00270,602759610,012-470,Current,2024-05-09,2200.38,AUD,ACTIVE,False,5000,50000
ACC00000350,AU-CUST00270,626303868,018-475,Savings,2024-08-02,984.37,AUD,ACTIVE,False,2000,20000
ACC00000351,AU-CUST00271,434574580,018-006,Current,2024-11-05,12844.59,AUD,ACTIVE,False,25000,20000
ACC00000352,AU-CUST00271,281455937,014-129,Current,2025-03-15,10979.55,AUD,ACTIVE,False,2000,200000
ACC00000353,AU-CUST00272,285933340,018-020,Current,2024-01-28,2645.58,AUD,ACTIVE,False,2000,20000
ACC00000354,AU-CUST00273,486214930,017-393,Current,2024-05-07,1895.61,AUD,ACTIVE,False,5000,50000
ACC00000355,AU-CUST00274,967540115,014-421,Current,2025-02-25,5239.34,AUD,ACTIVE,False,10000,200000
ACC00000356,AU-CUST00274,735697793,017-195,Business,2025-07-11,8488.2,AUD,ACTIVE,False,5000,100000
ACC00000357,AU-CUST00275,986708105,014-765,Current,2024-09-29,16297.69,AUD,ACTIVE,False,2000,100000
ACC00000358,AU-CUST00276,971042692,017-272,Current,2024-04-19,237.07,AUD,ACTIVE,False,5000,100000
ACC00000359,AU-CUST00276,344074631,012-284,Savings,2025-05-25,10562.41,AUD,ACTIVE,False,2000,100000
ACC00000360,AU-CUST00277,438349031,013-920,Current,2024-07-03,2269.98,AUD,ACTIVE,False,5000,50000
ACC00000361,AU-CUST00278,334539147,014-885,Current,2024-03-07,24098.01,AUD,ACTIVE,False,5000,20000
ACC00000362,AU-CUST00279,306144784,015-455,Current,2025-03-03,6949.12,AUD,ACTIVE,False,2000,20000
ACC00000363,AU-CUST00280,446374380,015-227,Current,2025-06-01,5039.42,AUD,ACTIVE,False,5000,200000
ACC00000364,AU-CUST00281,217964709,013-622,Current,2024-02-28,5618.69,AUD,ACTIVE,False,10000,200000
ACC00000365,AU-CUST00282,961900888,012-534,Current,2024-05-10,24371.85,AUD,ACTIVE,False,2000,200000
ACC00000366,AU-CUST00283,795118406,016-276,Current,2025-04-15,912.44,AUD,ACTIVE,False,5000,50000
ACC00000367,AU-CUST00284,808757095,014-617,Current,2025-04-27,15414.66,AUD,ACTIVE,False,25000,100000
ACC00000368,AU-CUST00285,757249391,018-899,Current,2025-02-25,860.09,AUD,ACTIVE,False,5000,200000
ACC00000369,AU-CUST00286,128764553,012-146,Current,2025-01-27,1937.63,AUD,ACTIVE,False,5000,50000
ACC00000370,AU-CUST00286,978615350,015-348,Current,2025-05-09,6442.36,AUD,ACTIVE,False,2000,50000
ACC00000371,AU-CUST00287,540223804,017-872,Current,2025-04-17,2848.72,AUD,ACTIVE,False,2000,100000
ACC00000372,AU-CUST00287,787190738,018-245,Savings,2025-09-25,44211.11,AUD,ACTIVE,False,5000,20000
ACC00000373,AU-CUST00288,938153682,017-967,Current,2024-07-24,343.55,AUD,ACTIVE,False,25000,20000
ACC00000374,AU-CUST00289,762466643,012-438,Current,2025-05-06,2507.09,AUD,ACTIVE,False,2000,100000
ACC00000375,AU-CUST00290,227451087,015-249,Current,2025-05-01,6036.37,AUD,ACTIVE,False,2000,20000
ACC00000376,AU-CUST00291,672365186,012-482,Current,2024-05-06,5228.41,AUD,ACTIVE,False,2000,50000
ACC00000377,AU-CUST00291,756642557,013-860,Savings,2024-07-18,1889.65,AUD,ACTIVE,False,2000,100000
ACC00000378,AU-CUST00292,261329895,015-146,Current,2024-02-10,20189.07,AUD,ACTIVE,False,10000,20000
ACC00000379,AU-CUST00293,890998914,016-822,Current,2024-10-13,24842.14,AUD,ACTIVE,False,5000,50000
ACC00000380,AU-CUST00294,821040916,013-348,Current,2025-02-20,15723.96,AUD,ACTIVE,False,2000,20000
ACC00000381,AU-CUST00295,607015565,013-321,Current,2025-04-11,864.33,AUD,ACTIVE,False,10000,50000
ACC00000382,AU-CUST00295,996807100,017-365,Business,2025-05-02,163.31,AUD,ACTIVE,False,2000,50000
ACC00000383,AU-CUST00296,325096085,016-363,Current,2024-03-19,2427.7,AUD,ACTIVE,False,10000,20000
ACC00000384,AU-CUST00297,245635343,016-610,Current,2024-07-26,919.06,AUD,ACTIVE,False,5000,50000
ACC00000385,AU-CUST00297,769219248,018-559,Current,2025-03-26,47.8,AUD,ACTIVE,False,5000,20000
ACC00000386,AU-CUST00298,674143250,018-294,Current,2025-02-25,86.9,AUD,ACTIVE,False,5000,20000
ACC00000387,AU-CUST00299,123166493,014-778,Current,2024-02-03,12204.66,AUD,ACTIVE,False,2000,50000
ACC00000388,AU-CUST00300,362397050,017-258,Current,2025-01-31,794.77,AUD,ACTIVE,False,2000,50000
ACC00000389,AU-CUST00301,196790362,018-567,Current,2024-06-09,344.97,AUD,ACTIVE,False,2000,50000
ACC00000390,AU-CUST00301,283533958,017-734,Business,2024-06-22,331.65,AUD,ACTIVE,False,2000,50000
ACC00000391,AU-CUST00302,182136223,016-267,Current,2024-01-13,42984.3,AUD,ACTIVE,False,5000,20000
ACC00000392,AU-CUST00303,886375780,015-327,Current,2024-05-12,5463.02,AUD,ACTIVE,False,5000,50000
ACC00000393,AU-CUST00304,549334988,017-941,Current,2025-02-11,3931.51,AUD,ACTIVE,False,10000,50000
ACC00000394,AU-CUST00304,102871025,017-192,Savings,2025-08-05,13405.37,AUD,ACTIVE,False,2000,100000
ACC00000395,AU-CUST00305,267275419,016-536,Current,2025-04-22,1387.25,AUD,ACTIVE,False,10000,200000
ACC00000396,AU-CUST00306,662984142,014-218,Current,2024-02-14,950.02,AUD,ACTIVE,False,2000,20000
ACC00000397,AU-CUST00307,662479622,013-161,Current,2024-09-11,846.94,AUD,ACTIVE,False,2000,20000
ACC00000398,AU-CUST00307,524957827,012-676,Business,2025-04-29,2360.57,AUD,ACTIVE,False,10000,20000
ACC00000399,AU-CUST00308,153850083,016-809,Current,2024-04-20,1236.73,AUD,ACTIVE,False,10000,50000
ACC00000400,AU-CUST00309,802285148,013-060,Current,2025-01-10,76212.98,AUD,ACTIVE,False,2000,50000
ACC00000401,AU-CUST00310,549343745,015-588,Current,2025-03-04,408.71,AUD,ACTIVE,False,10000,50000
ACC00000402,AU-CUST00311,851008640,012-435,Current,2025-06-12,11640.82,AUD,ACTIVE,False,5000,20000
ACC00000403,AU-CUST00312,655072864,012-335,Current,2024-07-13,5466.89,AUD,ACTIVE,False,2000,200000
ACC00000404,AU-CUST00312,596338852,015-101,Current,2025-01-23,1431.88,AUD,ACTIVE,False,5000,20000
ACC00000405,AU-CUST00313,232661089,013-341,Current,2024-06-13,1780.21,AUD,ACTIVE,False,2000,200000
ACC00000406,AU-CUST00314,988832960,015-654,Current,2024-06-19,758.31,AUD,ACTIVE,False,2000,20000
ACC00000407,AU-CUST00315,313378716,012-841,Current,2025-02-21,3550.05,AUD,ACTIVE,False,2000,100000
ACC00000408,AU-CUST00316,128667340,015-363,Current,2024-09-01,1852.35,AUD,ACTIVE,False,5000,50000
ACC00000409,AU-CUST00317,326807439,015-245,Current,2024-01-13,5241.62,AUD,ACTIVE,False,25000,20000
ACC00000410,AU-CUST00318,833425028,016-677,Current,2025-06-04,1423.27,AUD,ACTIVE,False,25000,100000
ACC00000411,AU-CUST00319,163248497,018-241,Current,2024-02-27,2042.71,AUD,ACTIVE,False,5000,100000
ACC00000412,AU-CUST00320,282438202,018-182,Current,2025-05-24,5444.52,AUD,ACTIVE,False,2000,20000
ACC00000413,AU-CUST00321,898971761,016-163,Current,2024-03-29,5013.93,AUD,ACTIVE,False,2000,50000
ACC00000414,AU-CUST00321,933895676,017-059,Current,2024-06-30,929.57,AUD,ACTIVE,False,2000,100000
ACC00000415,AU-CUST00322,148066723,017-591,Current,2024-10-22,151.25,AUD,ACTIVE,False,2000,20000
ACC00000416,AU-CUST00323,558635670,013-591,Current,2024-06-20,35554.01,AUD,ACTIVE,False,10000,20000
ACC00000417,AU-CUST00324,222321253,018-462,Current,2025-01-12,22315.69,AUD,ACTIVE,False,5000,50000
ACC00000418,AU-CUST00325,502439951,014-962,Current,2024-08-09,14949.63,AUD,ACTIVE,False,10000,50000
ACC00000419,AU-CUST00326,339207590,017-633,Current,2024-07-20,618.03,AUD,ACTIVE,False,5000,200000
ACC00000420,AU-CUST00326,274546345,018-647,Savings,2024-08-11,1719.14,AUD,ACTIVE,False,2000,20000
ACC00000421,AU-CUST00327,105163921,014-020,Current,2024-09-18,5725.89,AUD,ACTIVE,False,25000,50000
ACC00000422,AU-CUST00327,170750054,014-119,Current,2024-10-09,7802.32,AUD,ACTIVE,False,5000,100000
ACC00000423,AU-CUST00328,815497802,016-018,Current,2025-06-16,10563.21,AUD,ACTIVE,False,10000,50000
ACC00000424,AU-CUST00328,368595778,017-438,Business,2025-09-21,39606.77,AUD,ACTIVE,False,5000,200000
ACC00000425,AU-CUST00329,749085623,014-673,Current,2024-05-14,15864.19,AUD,ACTIVE,False,5000,50000
ACC00000426,AU-CUST00330,715706700,016-182,Current,2024-04-30,37513.54,AUD,ACTIVE,False,10000,50000
ACC00000427,AU-CUST00331,135090063,014-215,Current,2024-02-06,426.36,AUD,ACTIVE,False,25000,200000
ACC00000428,AU-CUST00332,452425499,012-033,Current,2025-02-09,2012.72,AUD,ACTIVE,False,2000,200000
ACC00000429,AU-CUST00333,800396814,018-466,Current,2025-01-06,339977.35,AUD,ACTIVE,False,5000,20000
ACC00000430,AU-CUST00333,896769978,017-454,Current,2025-08-31,6267.24,AUD,ACTIVE,False,25000,100000
ACC00000431,AU-CUST00334,366337064,015-950,Current,2024-11-30,4611.84,AUD,ACTIVE,False,25000,20000
ACC00000432,AU-CUST00335,427907504,015-885,Current,2024-01-13,1645.75,AUD,ACTIVE,False,2000,20000
ACC00000433,AU-CUST00336,459674374,018-603,Current,2025-03-10,3163.82,AUD,ACTIVE,False,2000,50000
ACC00000434,AU-CUST00337,480819092,018-274,Current,2025-03-20,1171.26,AUD,ACTIVE,False,5000,200000
ACC00000435,AU-CUST00338,885686748,017-088,Current,2025-06-02,1675.51,AUD,ACTIVE,False,5000,50000
ACC00000436,AU-CUST00339,554065704,013-286,Current,2025-05-25,1199.85,AUD,ACTIVE,False,2000,200000
ACC00000437,AU-CUST00340,903406390,014-391,Current,2024-05-24,25267.35,AUD,ACTIVE,False,2000,100000
ACC00000438,AU-CUST00341,487509889,012-540,Current,2025-01-24,11181.62,AUD,ACTIVE,False,2000,50000
ACC00000439,AU-CUST00342,369647137,013-366,Current,2024-08-09,920.63,AUD,ACTIVE,False,2000,100000
ACC00000440,AU-CUST00343,658257516,014-549,Current,2024-11-23,4586.26,AUD,ACTIVE,False,2000,200000
ACC00000441,AU-CUST00344,764363044,012-213,Current,2024-07-01,7002.67,AUD,ACTIVE,False,10000,100000
ACC00000442,AU-CUST00345,672792420,015-606,Current,2024-12-26,33355.75,AUD,ACTIVE,False,5000,50000
ACC00000443,AU-CUST00345,312460408,017-369,Current,2025-05-14,6079.11,AUD,ACTIVE,False,2000,50000
ACC00000444,AU-CUST00346,906439578,013-233,Current,2025-06-07,846.06,AUD,ACTIVE,False,5000,50000
ACC00000445,AU-CUST00346,155113597,013-318,Savings,2025-07-27,423.72,AUD,ACTIVE,False,5000,100000
ACC00000446,AU-CUST00347,567460350,015-492,Current,2024-12-24,22897.13,AUD,ACTIVE,False,10000,20000
ACC00000447,AU-CUST00348,490119045,015-975,Current,2025-05-20,1931.44,AUD,ACTIVE,False,2000,200000
ACC00000448,AU-CUST00349,774861568,018-528,Current,2025-05-26,399.06,AUD,ACTIVE,False,5000,50000
ACC00000449,AU-CUST00350,722415910,017-138,Current,2024-03-06,355.52,AUD,ACTIVE,False,10000,50000
ACC00000450,AU-CUST00351,362588680,013-878,Current,2025-06-13,238.72,AUD,ACTIVE,False,10000,20000
ACC00000451,AU-CUST00352,964873620,016-630,Current,2025-03-25,1429.91,AUD,ACTIVE,False,2000,50000
ACC00000452,AU-CUST00353,361293463,017-904,Current,2024-08-22,2226.82,AUD,ACTIVE,False,2000,50000
ACC00000453,AU-CUST00353,659943051,018-497,Savings,2025-06-12,973.79,AUD,ACTIVE,False,5000,50000
ACC00000454,AU-CUST00354,237189183,016-380,Current,2024-11-25,3170.23,AUD,ACTIVE,False,5000,100000
ACC00000455,AU-CUST00355,105588696,014-714,Current,2024-12-04,13911.63,AUD,ACTIVE,False,5000,200000
ACC00000456,AU-CUST00356,226814974,015-943,Current,2025-03-07,288.6,AUD,ACTIVE,False,25000,20000
ACC00000457,AU-CUST00357,836526139,015-939,Current,2025-03-16,1722.91,AUD,ACTIVE,False,25000,20000
ACC00000458,AU-CUST00357,795757360,012-628,Current,2025-09-25,2690.01,AUD,ACTIVE,False,10000,200000
ACC00000459,AU-CUST00358,758488667,013-062,Current,2024-02-26,40805.19,AUD,ACTIVE,False,5000,50000
ACC00000460,AU-CUST00358,551689815,012-593,Savings,2025-09-21,2019.58,AUD,ACTIVE,False,2000,200000
ACC00000461,AU-CUST00359,965932608,018-415,Current,2024-01-01,269.2,AUD,ACTIVE,False,2000,200000
ACC00000462,AU-CUST00359,273883698,014-342,Savings,2025-02-12,3723.87,AUD,ACTIVE,False,25000,20000
ACC00000463,AU-CUST00360,466301497,014-646,Current,2024-05-15,569.0,AUD,ACTIVE,False,2000,100000
ACC00000464,AU-CUST00361,241930236,012-557,Current,2024-10-16,2768.68,AUD,ACTIVE,False,10000,100000
ACC00000465,AU-CUST00362,291203813,012-240,Current,2025-04-11,6349.56,AUD,ACTIVE,False,10000,200000
ACC00000466,AU-CUST00363,308977045,015-618,Current,2024-12-24,605.19,AUD,ACTIVE,False,2000,50000
ACC00000467,AU-CUST00363,473992351,016-171,Business,2025-09-11,5051.91,AUD,ACTIVE,False,2000,200000
ACC00000468,AU-CUST00364,556034642,017-914,Current,2024-03-15,2542.49,AUD,ACTIVE,False,5000,50000
ACC00000469,AU-CUST00365,249202337,016-765,Current,2025-01-28,829.22,AUD,ACTIVE,False,10000,200000
ACC00000470,AU-CUST00366,336741082,016-975,Current,2024-09-14,11641.44,AUD,ACTIVE,False,10000,20000
ACC00000471,AU-CUST00366,934569286,018-400,Current,2024-10-18,520.87,AUD,ACTIVE,False,2000,20000
ACC00000472,AU-CUST00367,784307290,016-862,Current,2024-07-21,405.68,AUD,ACTIVE,False,2000,20000
ACC00000473,AU-CUST00368,919125716,012-232,Current,2025-02-27,7055.23,AUD,ACTIVE,False,5000,50000
ACC00000474,AU-CUST00369,173742488,015-137,Current,2024-06-11,12382.76,AUD,ACTIVE,False,10000,200000
ACC00000475,AU-CUST00369,667745360,017-503,Savings,2024-09-30,132.85,AUD,ACTIVE,False,2000,20000
ACC00000476,AU-CUST00370,920426764,012-457,Current,2024-12-05,90731.1,AUD,ACTIVE,False,2000,20000
ACC00000477,AU-CUST00370,448911499,014-410,Current,2025-02-04,907.39,AUD,ACTIVE,False,10000,100000
ACC00000478,AU-CUST00371,685557832,014-846,Current,2024-04-09,1625.23,AUD,ACTIVE,False,25000,50000
ACC00000479,AU-CUST00372,699237109,017-272,Current,2024-07-28,21430.8,AUD,ACTIVE,False,25000,20000
ACC00000480,AU-CUST00373,850524315,012-312,Current,2024-11-02,9822.1,AUD,ACTIVE,False,5000,100000
ACC00000481,AU-CUST00373,586506913,016-925,Current,2025-04-17,13350.81,AUD,ACTIVE,False,2000,100000
