customer_id,name,date_of_birth,gender,citizenship,marital_status,employment_status,annual_income,customer_segment,onboarding_date,digital_literacy_level,known_device_familiarity_score,scam_education_completed,risk_profile,is_vulnerable,vulnerability_score,vulnerability_flags,is_mule_account,credit_score,kyc_level,aml_risk_level
AU-CUST00530,Lance Simmons,2002-10-18,Male,AU,Married,Full-time,21694,Standard,2024-10-28,High,0.527,True,Medium,True,0.03,ELDERLY|PRIOR_VICTIM|LOW_DIGITAL_LITERACY,False,517,Simplified,High
AU-CUST00977,Cynthia Haas,1976-10-24,Male,AU,Single,Full-time,72126,Standard,2024-07-13,Medium,0.819,False,Low,False,0.01,ELDERLY|PRIOR_VICTIM|LOW_DIGITAL_LITERACY,False,692,Standard,Medium
AU-CUST00065,Tracy House,1995-10-20,Male,AU,Single,Part-time,16370,Standard,2024-10-09,Medium,0.758,True,Medium,True,0.03,ELDERLY|PRIOR_VICTIM,False,714,Enhanced,High
AU-CUST00906,Jason Herrera,2004-10-17,Male,AU,Single,Full-time,102820,Premium,2025-01-05,Medium,0.929,False,Low,True,0.0,ELDERLY|LOW_DIGITAL_LITERACY,False,690,Simplified,High
AU-CUST00371,Angela Lin,1954-10-30,Male,AU,Single,Retired,11545,Standard,2025-01-01,Low,0.718,True,Low,False,0.01,ELDERLY|PRIOR_VICTIM|LOW_DIGITAL_LITERACY,False,605,Standard,Medium
AU-CUST00961,Travis Conner,1975-10-25,Male,AU,Married,Full-time,73897,Premium,2024-05-04,High,0.467,True,Low,False,0.0,YOUNG_ADULT|LOW_INCOME,False,652,Enhanced,Medium
AU-CUST00615,Tammy Boone,1978-10-24,Male,AU,Single,Full-time,99490,Standard,2024-07-22,Medium,0.23,True,Low,False,0.0,PRIOR_VICTIM,False,741,Standard,Medium
AU-CUST00311,Kerry Chavez DDS,1981-10-23,Male,AU,Single,Retired,56641,Standard,2024-05-12,Low,0.363,True,Medium,False,0.02,LOW_INCOME|LOW_DIGITAL_LITERACY,False,637,Simplified,High
AU-CUST00862,Jesse Lynch,1984-10-22,Male,AU,Single,Retired,87730,Standard,2024-07-17,Medium,0.474,True,Low,False,0.0,PRIOR_VICTIM,False,659,Standard,Medium
AU-CUST00510,James Bradley,1967-10-27,Male,AU,Widowed,Full-time,97773,Premium,2025-07-02,High,0.669,True,Low,False,0.0,PRIOR_VICTIM,False,685,Enhanced,Medium
AU-CUST00690,Edgar Hughes,1960-10-28,Male,AU,Married,Retired,64428,Standard,2025-06-20,Medium,0.663,False,Medium,False,0.0,YOUNG_ADULT,False,670,Standard,Medium
AU-CUST00323,Vanessa Howard,1974-10-25,Male,AU,Single,Part-time,11996,Standard,2024-10-28,Medium,0.621,True,Medium,True,0.06,ELDERLY|PRIOR_VICTIM|LOW_DIGITAL_LITERACY,False,664,Standard,Medium
AU-CUST00780,Raymond Chapman,1998-10-19,Male,AU,Divorced,Full-time,27164,Standard,2024-11-06,Medium,0.89,False,Low,False,0.0,YOUNG_ADULT,False,725,Standard,Medium
AU-CUST00259,Tanya Kim,1951-10-31,Male,AU,Single,Part-time,10425,Standard,2024-05-06,High,0.747,False,Low,False,0.0,PRIOR_VICTIM,False,566,Standard,Medium
AU-CUST00766,Dana Hopkins,1988-10-21,Male,AU,Married,Unemployed,67928,Standard,2024-05-24,High,0.369,True,Medium,True,0.03,ELDERLY|PRIOR_VICTIM|LOW_DIGITAL_LITERACY,False,626,Standard,Medium
AU-CUST00658,Pamela Gutierrez,2000-10-18,Male,AU,Single,Part-time,19258,Standard,2025-06-08,Medium,0.712,True,Medium,True,0.02,YOUNG_ADULT,True,415,Enhanced,High
AU-CUST00361,Aimee Turner,1949-10-31,Male,AU,Married,Self-employed,115345,Standard,2024-09-18,Medium,0.456,False,Low,False,0.0,PRIOR_VICTIM,False,783,Standard,Medium
AU-CUST00933,Zachary Robinson,1991-10-21,Male,AU,Married,Full-time,115930,Premium,2025-06-19,Medium,0.954,True,Low,False,0.0,PRIOR_VICTIM,False,579,Standard,Medium
AU-CUST00794,Kevin Price,1986-10-22,Male,AU,Married,Full-time,92051,Standard,2024-05-13,Medium,0.884,False,Low,False,0.0,PRIOR_VICTIM,False,587,Standard,Medium
AU-CUST00772,Chelsea Nguyen,1943-11-02,Male,AU,Single,Full-time,88718,Premium,2024-08-20,Medium,0.448,False,Low,False,0.0,ELDERLY|LOW_DIGITAL_LITERACY,False,622,Standard,Medium
AU-CUST00708,Jennifer Jones,1984-10-22,Male,AU,Single,Part-time,50514,Standard,2025-06-02,High,0.613,True,Low,False,0.0,ELDERLY|LOW_DIGITAL_LITERACY,False,735,Enhanced,Medium
AU-CUST00898,Johnathan Brown,1984-10-22,Male,AU,Married,Full-time,69461,Premium,2025-03-31,High,0.806,False,Low,False,0.0,PRIOR_VICTIM,False,583,Standard,High
AU-CUST00959,Eric Taylor,1989-10-21,Male,AU,Single,Full-time,18608,Standard,2025-03-21,Medium,0.688,True,Low,False,0.0,ELDERLY|LOW_DIGITAL_LITERACY,False,733,Standard,Medium
AU-CUST00522,Julie Herrera,1973-10-25,Male,AU,Single,Full-time,117412,Premium,2024-02-26,High,0.982,True,Low,False,0.0,PRIOR_VICTIM,False,652,Standard,Medium
AU-CUST00996,Anthony Armstrong,1975-10-25,Male,AU,Single,Full-time,26048,Standard,2025-06-29,High,0.728,True,Low,False,0.0,YOUNG_ADULT|LOW_INCOME,True,676,Enhanced,Medium
AU-CUST00817,Maria Cooke,1985-10-22,Male,AU,Single,Full-time,26151,Standard,2025-03-29,Medium,0.885,True,Low,False,0.0,ELDERLY,False,568,Standard,Medium
AU-CUST00691,Tammy Boone,1983-10-23,Male,AU,Single,Retired,50483,Standard,2025-06-19,Medium,0.774,True,Low,False,0.0,YOUNG_ADULT,False,565,Simplified,Medium
AU-CUST00953,Ariel Sandoval,1941-11-02,Male,AU,Married,Full-time,50868,Standard,2024-09-10,Medium,0.919,True,Low,False,0.0,PRIOR_VICTIM,False,641,Standard,Medium
AU-CUST00860,Steven Blevins,1946-11-01,Male,AU,Single,Self-employed,97877,Premium,2025-03-12,Medium,0.593,True,Low,False,0.0,PRIOR_VICTIM,False,703,Standard,Medium
AU-CUST00084,John Whitehead,2004-10-17,Male,AU,Single,Full-time,71845,Standard,2024-10-14,Medium,0.922,True,Low,False,0.0,ELDERLY|LOW_DIGITAL_LITERACY,False,583,Enhanced,Medium
AU-CUST00600,Kevin Davis,1984-10-22,Male,AU,Single,Full-time,43475,Standard,2025-03-24,Medium,0.934,True,Low,False,0.0,LOW_INCOME,False,797,Standard,Medium
AU-CUST00524,Robert Richardson,1949-10-31,Male,AU,Married,Part-time,11941,Standard,2025-05-11,High,0.483,False,Low,True,0.0,ELDERLY,False,578,Standard,Medium
AU-CUST00652,Jennifer Hernandez,1953-10-30,Male,AU,Widowed,Part-time,101392,Standard,2024-07-18,High,0.297,True,Low,False,0.0,PRIOR_VICTIM,False,812,Standard,Medium
AU-CUST00303,Patrick Thornton,1946-11-01,Male,AU,Single,Full-time,65194,Premium,2024-03-31,Medium,0.383,True,Low,False,0.0,PRIOR_VICTIM,False,669,Standard,Medium
AU-CUST00451,Joann Ferguson,1979-10-24,Male,AU,Single,Full-time,28116,Standard,2024-08-10,Medium,0.452,True,Medium,False,0.0,LOW_INCOME,False,560,Enhanced,Medium
AU-CUST00801,Donald Medina,1941-11-02,Male,AU,Single,Full-time,27694,Standard,2024-10-25,Medium,0.866,False,Low,False,0.0,PRIOR_VICTIM,False,657,Standard,High
AU-CUST00574,Victor Morris,2002-10-18,Male,AU,Single,Full-time,55074,Standard,2025-03-04,Medium,0.446,True,Low,False,0.0,PRIOR_VICTIM,False,719,Standard,Medium
AU-CUST00304,Parker Cain,1970-10-26,Male,AU,Single,Full-time,59759,Standard,2025-05-20,Medium,0.424,False,Low,False,0.0,PRIOR_VICTIM,False,782,Standard,Medium
AU-CUST00663,Rhonda Chavez,1991-10-21,Male,AU,Single,Retired,59292,Standard,2024-02-14,High,0.599,True,Low,False,0.0,ELDERLY,False,547,Standard,Medium
AU-CUST00333,Charles Shah,2001-10-18,Male,AU,Single,Part-time,47488,Standard,2025-07-02,Medium,0.652,True,Low,False,0.0,PRIOR_VICTIM,False,720,Standard,Medium
AU-CUST00379,Anthony Harmon,1975-10-25,Male,AU,Divorced,Full-time,24259,Standard,2024-02-21,Medium,0.585,True,Low,False,0.0,PRIOR_VICTIM,False,758,Enhanced,Medium
AU-CUST00151,Helen Jones,1979-10-24,Male,AU,Married,Full-time,61391,Standard,2024-06-07,High,0.92,True,Low,False,0.0,PRIOR_VICTIM,False,650,Standard,Medium
AU-CUST00735,Jerry Peters,1944-11-01,Male,AU,Married,Student,71261,Standard,2025-05-24,High,0.405,True,Medium,True,0.01,ELDERLY|LOW_INCOME|PRIOR_VICTIM,False,620,Simplified,High
AU-CUST00519,Zachary Mitchell,1969-10-26,Male,AU,Widowed,Part-time,67253,Standard,2024-11-05,Low,0.837,False,Low,False,0.0,ELDERLY|LOW_DIGITAL_LITERACY,False,791,Enhanced,Medium
AU-CUST00375,Robin Young,1997-10-19,Male,AU,Single,Full-time,53331,Standard,2025-01-05,Medium,0.893,True,Low,False,0.0,PRIOR_VICTIM,False,771,Simplified,Medium
AU-CUST00063,Brittney Phillips,1999-10-19,Male,AU,Single,Part-time,28783,Standard,2025-04-03,Medium,0.821,True,Low,False,0.0,PRIOR_VICTIM,False,752,Standard,Medium
AU-CUST00968,Courtney Chapman,1969-10-26,Male,AU,Married,Student,58403,Standard,2025-05-16,High,0.596,True,Medium,True,0.02,ELDERLY|PRIOR_VICTIM|LOW_DIGITAL_LITERACY,False,570,Standard,High
AU-CUST00059,Crystal Robinson,1974-10-25,Male,AU,Single,Full-time,44839,Standard,2025-06-25,Medium,0.935,False,Medium,True,0.03,YOUNG_ADULT,False,686,Simplified,High
AU-CUST00832,Patricia Young PhD,1985-10-22,Male,AU,Widowed,Unemployed,32296,Standard,2024-08-25,Medium,0.889,False,Low,False,0.0,LOW_DIGITAL_LITERACY,False,552,Standard,Medium
AU-CUST00030,Tricia Valencia,1951-10-31,Male,AU,Single,Part-time,35579,Standard,2025-04-05,Medium,0.825,False,Low,False,0.01,ELDERLY|LOW_INCOME,False,673,Standard,Medium
AU-CUST00653,James Webster,2002-10-18,Male,AU,Married,Full-time,88103,Standard,2025-02-25,Medium,0.559,True,Low,False,0.0,PRIOR_VICTIM,False,586,Standard,Medium
AU-CUST00846,Donald Miller,1959-10-29,Male,AU,Single,Full-time,99701,Standard,2024-03-13,High,0.817,True,Low,True,0.0,PRIOR_VICTIM,False,677,Standard,High
AU-CUST00489,Penny Bowman,2006-10-17,Male,AU,Single,Full-time,11122,Standard,2025-03-30,High,0.887,False,Low,True,0.03,ELDERLY|PRIOR_VICTIM|LOW_DIGITAL_LITERACY,False,675,Standard,High
AU-CUST00368,Charles Schultz,1962-10-28,Male,AU,Single,Part-time,43594,Standard,2024-10-14,High,0.9,True,Low,True,0.0,YOUNG_ADULT|LOW_INCOME,False,549,Enhanced,Medium
AU-CUST00136,Anna Henderson,1957-10-29,Male,AU,Widowed,Retired,77407,Premium,2024-05-12,Low,0.722,False,Medium,True,0.01,LOW_INCOME,False,664,Enhanced,High
AU-CUST00742,Mary Miller,1979-10-24,Male,AU,Single,Unemployed,14709,Standard,2024-09-10,High,0.777,True,Medium,True,0.05,YOUNG_ADULT,False,538,Enhanced,High
AU-CUST00886,Lori Mason,1979-10-24,Male,AU,Single,Retired,23832,Standard,2024-04-10,Medium,0.904,True,Medium,True,0.05,ELDERLY|PRIOR_VICTIM|LOW_DIGITAL_LITERACY,False,436,Standard,High
AU-CUST00300,Natalie Bautista,1982-10-23,Male,AU,Single,Full-time,99672,Premium,2024-04-29,Medium,0.365,False,Low,True,0.0,PRIOR_VICTIM,False,565,Standard,High
AU-CUST00936,Amanda Sullivan MD,1965-10-27,Male,AU,Single,Full-time,79667,Standard,2025-06-29,Medium,0.434,False,Low,False,0.0,PRIOR_VICTIM,False,448,Enhanced,Medium
AU-CUST00066,Amy Silva,1975-10-25,Male,AU,Married,Full-time,75077,Standard,2024-06-20,Medium,0.456,False,Low,False,0.0,PRIOR_VICTIM,False,733,Standard,Medium
AU-CUST00465,Katie Mcneil,1981-10-23,Male,AU,Single,Part-time,91314,Standard,2024-06-28,High,0.642,True,Low,False,0.0,ELDERLY|LOW_DIGITAL_LITERACY,False,671,Simplified,Medium
AU-CUST00347,Anthony Harmon,1991-10-21,Male,AU,Married,Retired,10903,Standard,2024-06-08,High,0.42,False,Medium,True,0.01,LOW_DIGITAL_LITERACY,False,613,Simplified,High
AU-CUST00618,Connie Turner,1943-11-02,Male,AU,Widowed,Full-time,61412,Standard,2025-05-15,Medium,0.831,True,Low,True,0.01,LOW_INCOME|LOW_DIGITAL_LITERACY,False,648,Standard,High
AU-CUST00792,Todd Thomas,2006-10-17,Male,AU,Widowed,Retired,42836,Standard,2024-06-11,High,0.49,False,Medium,True,0.12,ELDERLY|PRIOR_VICTIM|LOW_DIGITAL_LITERACY,False,551,Standard,Medium
AU-CUST00956,Thomas Harris,1988-10-21,Male,AU,Single,Full-time,23013,Standard,2025-03-28,Low,0.409,False,Medium,False,0.03,ELDERLY|PRIOR_VICTIM|LOW_DIGITAL_LITERACY,False,553,Enhanced,High
AU-CUST00526,Paula Lane,1997-10-19,Male,AU,Single,Retired,24250,Standard,2024-10-29,High,0.289,True,Low,True,0.0,ELDERLY|LOW_INCOME|PRIOR_VICTIM,False,679,Enhanced,High
AU-CUST00750,Timothy Edwards,2006-10-17,Male,AU,Married,Full-time,74006,Standard,2025-06-30,Medium,0.926,False,Low,False,0.0,LOW_INCOME,False,715,Enhanced,Medium
AU-CUST00116,Marc Moore,1999-10-19,Male,AU,Single,Unemployed,20721,Standard,2024-06-20,High,0.824,True,Medium,False,0.01,ELDERLY|PRIOR_VICTIM|LOW_DIGITAL_LITERACY,False,462,Enhanced,Medium
AU-CUST00051,Joshua Blair,1998-10-19,Male,AU,Married,Retired,25170,Standard,2024-07-30,High,0.712,False,Low,False,0.01,ELDERLY|PRIOR_VICTIM|LOW_DIGITAL_LITERACY,False,537,Simplified,High
AU-CUST00716,Steven Rivera,1984-10-22,Male,AU,Married,Retired,52870,Standard,2025-05-28,Medium,0.862,False,Low,False,0.01,ELDERLY|PRIOR_VICTIM|LOW_DIGITAL_LITERACY,False,731,Enhanced,Medium
AU-CUST00179,Jamie Walton,1978-10-24,Male,AU,Married,Full-time,58800,Standard,2025-06-19,Medium,0.883,True,Low,False,0.0,PRIOR_VICTIM,False,717,Enhanced,Medium
AU-CUST00137,Pamela Boyd,1956-10-29,Male,AU,Single,Retired,14554,Standard,2024-05-01,Medium,0.824,True,High,True,0.0,YOUNG_ADULT|LOW_INCOME,False,632,Enhanced,High
AU-CUST00141,Dustin Jordan,1996-10-19,Male,AU,Married,Full-time,96534,Standard,2024-04-27,Medium,0.501,True,Low,False,0.0,PRIOR_VICTIM,False,733,Standard,Medium
AU-CUST00956,Alyssa Haynes,1982-10-23,Male,AU,Single,Full-time,78941,Standard,2024-03-06,Medium,0.617,False,Low,True,0.0,ELDERLY|LOW_DIGITAL_LITERACY,False,570,Enhanced,High
AU-CUST00101,Marc Moore,1994-10-20,Male,AU,Single,Full-time,97565,Standard,2024-10-05,Medium,0.908,False,Low,False,0.0,PRIOR_VICTIM,False,649,Simplified,Medium
AU-CUST00803,Jesse Clark,1951-10-31,Male,AU,Single,Full-time,14036,Standard,2024-08-18,Medium,0.685,True,Low,False,0.01,ELDERLY|PRIOR_VICTIM|LOW_DIGITAL_LITERACY,False,669,Standard,High
AU-CUST00432,William Jones,1976-10-24,Male,AU,Single,Student,59038,Premium,2025-03-16,Medium,0.445,True,Low,True,0.02,ELDERLY|PRIOR_VICTIM|LOW_DIGITAL_LITERACY,False,588,Simplified,High
AU-CUST00155,Brenda Hall,2003-10-18,Male,AU,Married,Part-time,22008,Standard,2025-04-06,Low,0.781,False,Low,False,0.02,ELDERLY|PRIOR_VICTIM|LOW_DIGITAL_LITERACY,False,649,Simplified,Medium
AU-CUST00708,Timothy Edwards,2000-10-18,Male,AU,Single,Part-time,11824,Standard,2024-04-29,High,0.498,True,Medium,False,0.01,ELDERLY|PRIOR_VICTIM|LOW_DIGITAL_LITERACY,False,554,Enhanced,Medium
AU-CUST00872,Michael Blair,1944-11-01,Male,AU,Divorced,Full-time,53115,Standard,2024-07-01,Medium,0.486,True,Low,False,0.0,ELDERLY|LOW_DIGITAL_LITERACY,False,648,Simplified,Medium
AU-CUST00794,Jerry Brown,1945-11-01,Male,AU,Single,Unemployed,31152,Standard,2025-02-03,Medium,0.37,False,Medium,True,0.02,LOW_INCOME|LOW_DIGITAL_LITERACY,False,534,Standard,High
AU-CUST00911,Jennifer Morris,1967-10-27,Male,AU,Married,Full-time,50945,Standard,2024-12-24,Medium,0.875,True,Low,False,0.0,PRIOR_VICTIM,False,714,Enhanced,Medium
AU-CUST00499,Brandon Fleming,2001-10-18,Male,AU,Married,Retired,53919,Standard,2024-03-27,High,0.859,True,Low,False,0.0,YOUNG_ADULT,False,666,Enhanced,Medium
AU-CUST00115,Sierra Johnson,1974-10-25,Male,AU,Widowed,Full-time,43432,Standard,2025-05-25,Medium,0.92,False,Low,False,0.0,PRIOR_VICTIM,False,782,Simplified,Medium
AU-CUST00586,Molly Watts,1960-10-28,Male,AU,Widowed,Unemployed,62787,Standard,2024-05-05,High,0.236,True,Medium,False,0.0,YOUNG_ADULT|LOW_INCOME,False,722,Standard,Medium
AU-CUST00511,Bianca Wood,1993-10-20,Male,AU,Married,Part-time,32291,Standard,2025-05-01,Low,0.691,False,Very High,True,0.02,ELDERLY|PRIOR_VICTIM|LOW_DIGITAL_LITERACY,False,501,Enhanced,High
AU-CUST00045,Fred Smith,1997-10-19,Male,AU,Single,Part-time,66114,Standard,2024-05-01,High,0.927,True,Low,False,0.0,YOUNG_ADULT|LOW_INCOME,False,771,Simplified,Medium
AU-CUST00219,Debra Christian,1958-10-29,Male,AU,Single,Part-time,25547,Standard,2025-02-01,Low,0.917,True,High,False,0.07,ELDERLY|PRIOR_VICTIM|LOW_DIGITAL_LITERACY,False,594,Standard,High
AU-CUST00257,Joseph Coleman,1988-10-21,Male,AU,Single,Full-time,68144,Standard,2024-11-29,High,0.889,True,Low,True,0.0,YOUNG_ADULT,False,728,Enhanced,Medium
AU-CUST00349,Nichole Alvarez,2003-10-18,Male,AU,Married,Full-time,106723,Standard,2025-02-19,Medium,0.348,False,Low,False,0.0,PRIOR_VICTIM,False,800,Standard,Medium
AU-CUST00514,Angel May,1993-10-20,Male,AU,Married,Full-time,96520,Standard,2025-05-08,Medium,0.49,True,Low,False,0.0,ELDERLY,False,502,Standard,Medium
AU-CUST00017,Holly Wood,2002-10-18,Male,AU,Married,Part-time,108005,Standard,2025-04-08,High,0.548,True,Low,False,0.0,ELDERLY|LOW_DIGITAL_LITERACY,False,718,Enhanced,Medium
AU-CUST00139,Daniel Kennedy,1972-10-25,Male,AU,Widowed,Part-time,112347,Standard,2025-02-09,Medium,0.827,False,Medium,False,0.0,ELDERLY|LOW_DIGITAL_LITERACY,True,580,Simplified,Medium
AU-CUST00730,Stephanie Elliott,1980-10-23,Male,AU,Single,Full-time,57727,Standard,2024-03-08,High,0.266,False,Low,False,0.0,ELDERLY,False,629,Standard,Medium
AU-CUST00564,Kenneth Edwards,1949-10-31,Male,AU,Single,Retired,24319,Standard,2024-03-17,High,0.52,True,Low,False,0.01,ELDERLY|LOW_INCOME,False,626,Standard,High
AU-CUST00151,Jose Schultz,1988-10-21,Male,AU,Married,Full-time,83117,Premium,2024-03-05,Low,0.545,True,Low,False,0.0,YOUNG_ADULT|LOW_INCOME,False,659,Standard,Medium
AU-CUST00398,Craig Morrison,1955-10-30,Male,AU,Widowed,Retired,77200,Standard,2025-05-25,Medium,0.415,True,Low,True,0.0,PRIOR_VICTIM,False,644,Standard,High
AU-CUST00419,Mary Thompson,1966-10-27,Male,AU,Single,Full-time,96055,Standard,2024-07-20,Medium,0.343,True,Medium,False,0.0,PRIOR_VICTIM,False,585,Standard,High
AU-CUST00039,Jeffrey Chavez,2001-10-18,Male,AU,Single,Full-time,12792,Standard,2025-05-20,High,0.981,True,Low,False,0.0,YOUNG_ADULT,False,667,Enhanced,Medium
AU-CUST00672,Amy Gordon,1994-10-20,Male,AU,Married,Full-time,21536,Standard,2024-08-15,High,0.668,False,Low,False,0.0,PRIOR_VICTIM,False,614,Standard,High
AU-CUST00050,John Pierce,1948-10-31,Male,AU,Married,Part-time,13257,Standard,2024-06-02,Low,0.922,True,Medium,False,0.01,ELDERLY|PRIOR_VICTIM|LOW_DIGITAL_LITERACY,False,579,Enhanced,Medium
AU-CUST00070,Brent Jordan,1964-10-27,Male,AU,Married,Full-time,97593,Standard,2024-03-20,Medium,0.514,False,Low,True,0.0,PRIOR_VICTIM,False,794,Enhanced,Medium
AU-CUST00356,Jesse Perez,2002-10-18,Male,AU,Single,Unemployed,57240,Standard,2024-08-18,Medium,0.875,True,High,True,0.02,ELDERLY|PRIOR_VICTIM|LOW_DIGITAL_LITERACY,False,560,Enhanced,High
AU-CUST00589,Cindy Gomez,1973-10-25,Male,AU,Single,Full-time,75823,Standard,2024-05-05,High,0.818,True,Low,False,0.0,PRIOR_VICTIM,False,661,Standard,Medium
AU-CUST00731,Steven Stein,1968-10-26,Male,AU,Married,Full-time,29605,Standard,2024-07-03,Medium,0.67,True,Low,False,0.0,PRIOR_VICTIM,False,645,Standard,Medium
AU-CUST00174,Paul Castaneda,1995-10-20,Male,AU,Single,Full-time,23019,Standard,2024-03-16,Medium,0.546,False,Low,False,0.0,PRIOR_VICTIM,False,691,Standard,Medium
AU-CUST00694,Maria Brown,1973-10-25,Male,AU,Single,Student,78830,Standard,2024-12-14,Medium,0.587,False,Medium,False,0.01,YOUNG_ADULT,False,643,Standard,High
AU-CUST00803,Katherine Taylor,1945-11-01,Male,AU,Single,Full-time,92164,Standard,2025-02-22,High,0.613,True,Low,False,0.03,YOUNG_ADULT,False,591,Enhanced,High
AU-CUST00418,Aaron Miller,1984-10-22,Male,AU,Single,Part-time,20319,Standard,2025-02-21,High,0.916,True,Low,False,0.0,PRIOR_VICTIM,False,583,Enhanced,High
AU-CUST00764,Valerie Taylor,1975-10-25,Male,AU,Single,Part-time,10354,Standard,2024-02-27,Medium,0.863,True,Medium,True,0.06,ELDERLY|PRIOR_VICTIM|LOW_DIGITAL_LITERACY,False,358,Enhanced,High
AU-CUST00857,Vanessa Hatfield,1966-10-27,Male,AU,Married,Full-time,16004,Standard,2024-08-19,High,0.674,False,Low,True,0.0,ELDERLY|LOW_DIGITAL_LITERACY,False,698,Standard,High
AU-CUST00573,Emma Owens,1948-10-31,Male,AU,Single,Full-time,91291,Standard,2024-11-30,High,0.379,True,Low,False,0.0,PRIOR_VICTIM,False,800,Standard,Medium
AU-CUST00494,Phillip Berry,1999-10-19,Male,AU,Single,Part-time,30683,Standard,2025-01-15,Medium,0.736,False,Low,False,0.0,ELDERLY|LOW_DIGITAL_LITERACY,True,502,Standard,High
AU-CUST00944,Zachary Robinson,1997-10-19,Male,AU,Single,Full-time,98101,Standard,2024-03-24,Medium,0.989,True,Low,False,0.0,PRIOR_VICTIM,False,718,Simplified,Medium
AU-CUST00963,Courtney Chapman,1994-10-20,Male,AU,Married,Self-employed,109385,Standard,2024-01-29,Medium,0.419,False,Low,False,0.0,PRIOR_VICTIM,False,806,Standard,Medium
AU-CUST00407,Christopher Guerra,2006-10-17,Male,AU,Single,Part-time,47214,Standard,2025-06-16,Medium,0.343,True,Low,False,0.01,ELDERLY|PRIOR_VICTIM|LOW_DIGITAL_LITERACY,False,552,Standard,Medium
AU-CUST00863,Amy Miller,1983-10-23,Male,AU,Single,Retired,31964,Standard,2024-12-01,High,0.315,True,Medium,False,0.01,ELDERLY|PRIOR_VICTIM|LOW_DIGITAL_LITERACY,False,717,Enhanced,Medium
AU-CUST00471,Kaylee Hays,1999-10-19,Male,AU,Married,Full-time,98600,Standard,2024-05-06,Medium,0.672,True,Low,False,0.0,PRIOR_VICTIM,False,745,Simplified,Medium
AU-CUST00443,Jose Allen,1986-10-22,Male,AU,Married,Retired,52782,Standard,2025-02-25,High,0.321,True,Low,True,0.0,ELDERLY|LOW_DIGITAL_LITERACY,False,624,Standard,Medium
AU-CUST00284,Lisa Allen,1977-10-24,Male,AU,Married,Student,11755,Standard,2024-07-21,Medium,0.359,True,Medium,True,0.08,ELDERLY|PRIOR_VICTIM|LOW_DIGITAL_LITERACY,False,411,Standard,High
AU-CUST00533,Michelle Jacobs,1986-10-22,Male,AU,Single,Student,10181,Standard,2025-02-14,High,0.82,True,Low,False,0.0,ELDERLY|PRIOR_VICTIM|LOW_DIGITAL_LITERACY,False,631,Standard,Medium
AU-CUST00734,Vincent Novak,1944-11-01,Male,AU,Married,Full-time,76031,Standard,2024-10-14,Medium,0.616,False,Low,False,0.0,PRIOR_VICTIM,False,840,Standard,Medium
AU-CUST00195,Angelica Keith,1966-10-27,Male,AU,Single,Unemployed,100135,Premium,2025-06-13,Medium,0.608,True,Medium,False,0.01,ELDERLY|PRIOR_VICTIM,False,571,Standard,High
AU-CUST00549,Hannah Everett,1943-11-02,Male,AU,Married,Unemployed,50582,Standard,2025-03-14,High,0.678,True,Low,False,0.0,YOUNG_ADULT|LOW_INCOME,False,697,Standard,Medium
AU-CUST00134,Patricia Rodriguez,1981-10-23,Male,AU,Married,Full-time,63287,Standard,2025-05-22,Medium,0.464,False,Low,False,0.0,ELDERLY,False,723,Standard,Medium
AU-CUST00486,Samantha Gardner,1979-10-24,Male,AU,Single,Part-time,23989,Standard,2025-05-19,Medium,0.611,True,Medium,True,0.01,LOW_INCOME,False,652,Enhanced,High
AU-CUST00998,Edward Stanley,1944-11-01,Male,AU,Single,Full-time,76040,Standard,2025-03-21,Medium,0.662,False,Low,True,0.02,ELDERLY|PRIOR_VICTIM|LOW_DIGITAL_LITERACY,False,647,Enhanced,Medium
AU-CUST00263,Diane Evans,1999-10-19,Male,AU,Married,Retired,11981,Standard,2025-04-10,Medium,0.81,False,Medium,True,0.06,ELDERLY|PRIOR_VICTIM|LOW_DIGITAL_LITERACY,False,552,Standard,High
AU-CUST00680,Robert Jackson,2003-10-18,Male,AU,Married,Full-time,84546,Standard,2024-07-24,Medium,0.31,False,Low,False,0.0,PRIOR_VICTIM,False,803,Enhanced,Medium
AU-CUST00589,Sherry Woods,2007-10-17,Male,AU,Married,Part-time,48123,Standard,2024-03-05,Medium,0.608,False,Medium,True,0.01,YOUNG_ADULT|LOW_INCOME,False,608,Enhanced,High
AU-CUST00514,Evelyn Martinez,1956-10-29,Male,AU,Single,Part-time,114718,Standard,2024-05-15,Medium,0.418,True,Medium,True,0.0,PRIOR_VICTIM,False,711,Enhanced,High
AU-CUST00531,Michael Cooper,1974-10-25,Male,AU,Single,Full-time,62957,Standard,2024-12-08,High,0.827,False,Low,False,0.0,PRIOR_VICTIM,False,531,Standard,High
AU-CUST00218,Colin Terry,1996-10-19,Male,AU,Single,Full-time,15615,Standard,2024-06-20,Medium,0.882,True,Low,False,0.0,ELDERLY|LOW_DIGITAL_LITERACY,False,712,Enhanced,High
AU-CUST00194,Christopher Smith,1970-10-26,Male,AU,Single,Full-time,31450,Standard,2025-03-27,Low,0.951,True,Low,False,0.0,ELDERLY,False,647,Simplified,Medium
AU-CUST00913,Danielle Murray,1997-10-19,Male,AU,Married,Part-time,87935,Standard,2024-10-17,Medium,0.353,True,Low,False,0.0,PRIOR_VICTIM,False,525,Standard,High
