customer_id,name,date_of_birth,gender,citizenship,marital_status,employment_status,annual_income,customer_segment,onboarding_date,digital_literacy_level,known_device_familiarity_score,scam_education_completed,risk_profile,is_vulnerable,vulnerability_score,vulnerability_flags,is_mule_account,credit_score,kyc_level,aml_risk_level
AU-CUST00154,Devon Flores,1972-10-25,Female,AU,Single,Full-time,67449,Standard,2024-01-09,Medium,0.559,False,Low,False,0.0,NONE,False,687,Enhanced,Low
AU-CUST00155,Brenda Hall,1999-10-19,Female,AU,Married,Full-time,33237,Standard,2025-02-02,High,0.887,True,Low,False,0.0,NONE,False,718,Standard,Low
AU-CUST00156,Michelle Brown,1973-10-25,Female,AU,Single,Full-time,66891,Standard,2024-03-07,Medium,0.587,False,Low,False,0.0,NONE,False,677,Enhanced,Low
AU-CUST00157,Joshua Perry,1989-10-21,Female,AU,Married,Self-employed,47520,Standard,2024-05-25,Medium,0.536,False,Low,False,0.0,NONE,False,647,Standard,Low
AU-CUST00158,Jason Stein,1971-10-26,Male,AU,Single,Part-time,76850,Standard,2025-01-21,Medium,0.546,True,Low,False,0.0,NONE,False,730,Standard,Low
AU-CUST00159,Melissa Gates,1968-10-26,Female,AU,Married,Self-employed,69892,Standard,2024-07-13,Low,0.291,False,Low,False,0.0,NONE,False,775,Enhanced,Low
AU-CUST00160,Jamie Smith,1975-10-25,Female,AU,Married,Full-time,83873,Standard,2025-06-20,Medium,0.643,False,Low,False,0.0,NONE,False,704,Standard,Low
AU-CUST00161,Paul Castaneda,1998-10-19,Female,AU,Married,Unemployed,71722,Standard,2025-06-09,Medium,0.682,True,Medium,False,0.25,LOW_INCOME,False,576,Standard,Low
AU-CUST00162,Jennifer Adkins,1959-10-29,Male,AU,Married,Retired,37039,Standard,2025-06-25,Low,0.331,False,Medium,False,0.3,LOW_DIGITAL_LITERACY,False,762,Enhanced,Low
AU-CUST00163,Lindsey Walker,2003-10-18,Male,AU,Married,Full-time,13233,Standard,2024-02-27,High,0.878,True,Low,False,0.2,YOUNG_ADULT,False,562,Enhanced,Low
AU-CUST00164,Jeffrey Johnson,1997-10-19,Female,AU,Widowed,Full-time,70751,Standard,2024-04-06,High,0.873,False,Low,False,0.0,NONE,False,732,Simplified,Low
AU-CUST00165,Michael Powell,1966-10-27,Male,AU,Married,Unemployed,71883,Standard,2024-04-10,Low,0.225,True,Medium,False,0.25,LOW_INCOME,False,582,Enhanced,Low
AU-CUST00166,John Anderson,1982-10-23,Female,AU,Married,Full-time,116408,Premium,2024-11-17,Medium,0.567,False,Low,False,0.0,NONE,False,638,Standard,Low
AU-CUST00167,Alyssa Long,1958-10-29,Male,AU,Single,Retired,28617,Standard,2024-08-24,Low,0.359,True,High,True,0.45,PRIOR_VICTIM,False,636,Enhanced,Medium
AU-CUST00168,Alyssa Day,1944-11-01,Female,AU,Married,Retired,26903,Standard,2025-02-13,Low,0.521,False,Medium,True,0.35,ELDERLY,False,583,Standard,Low
AU-CUST00169,Joel Williams,1981-10-23,Male,AU,Married,Full-time,17677,Standard,2024-06-03,Medium,0.648,False,Very High,True,0.6,NONE,True,652,Enhanced,High
AU-CUST00170,Daniel Murphy,1941-11-02,Male,AU,Married,Part-time,39669,Standard,2024-04-19,Low,0.583,True,Very High,True,0.65,ELDERLY|LOW_DIGITAL_LITERACY,False,586,Standard,Medium
AU-CUST00171,Jamie Walton,1995-10-20,Male,AU,Married,Full-time,79148,Standard,2024-12-22,High,0.822,False,Low,False,0.0,NONE,False,646,Standard,Low
AU-CUST00172,Darlene Miller,1984-10-22,Female,AU,Divorced,Full-time,114402,Premium,2024-12-04,Medium,0.547,True,High,True,0.45,PRIOR_VICTIM,False,608,Standard,Medium
AU-CUST00173,Joshua Cooke,1981-10-23,Female,AU,Widowed,Full-time,84530,Standard,2025-01-14,Medium,0.753,False,Low,False,0.0,NONE,False,759,Enhanced,Low
AU-CUST00174,Matthew Harrington,1946-11-01,Female,AU,Married,Retired,37831,Standard,2024-06-20,Low,0.451,False,Very High,True,0.65,ELDERLY|LOW_DIGITAL_LITERACY,False,574,Standard,Medium
AU-CUST00175,Nicole Herring,2005-10-17,Female,AU,Widowed,Full-time,44183,Standard,2024-10-15,High,0.845,False,Low,False,0.2,YOUNG_ADULT,False,739,Standard,Low
AU-CUST00176,Alex Hernandez,1998-10-19,Female,AU,Divorced,Full-time,111050,Premium,2025-05-24,High,0.856,True,Low,False,0.0,NONE,False,765,Enhanced,Low
AU-CUST00177,Michael Elliott,1994-10-20,Male,AU,Single,Full-time,96828,Standard,2024-12-01,High,0.888,False,Low,False,0.0,NONE,False,762,Enhanced,Low
AU-CUST00178,Michael Wang,1953-10-30,Female,AU,Married,Part-time,44976,Standard,2025-05-26,Low,0.284,False,Medium,True,0.35,ELDERLY,False,533,Standard,Low
AU-CUST00179,Lawrence Adkins,1950-10-31,Female,AU,Single,Retired,30737,Standard,2024-08-25,Low,0.262,True,Medium,True,0.35,ELDERLY,False,535,Standard,Low
AU-CUST00180,Robert Oconnell,1974-10-25,Female,AU,Single,Full-time,49972,Standard,2024-01-25,Medium,0.733,False,Low,False,0.0,NONE,False,738,Simplified,Low
AU-CUST00181,Alexander Collins,1948-10-31,Male,AU,Single,Retired,44870,Standard,2025-02-21,Low,0.571,True,Medium,True,0.35,ELDERLY,False,732,Standard,Low
AU-CUST00182,Tina Sanders,1959-10-29,Female,AU,Married,Unemployed,35535,Standard,2024-09-09,Low,0.206,True,Medium,False,0.25,LOW_INCOME,False,585,Standard,Low
AU-CUST00183,Angela Vaughn,1986-10-22,Male,AU,Single,Full-time,106697,Premium,2024-01-24,Medium,0.659,True,Low,False,0.0,NONE,False,715,Simplified,Low
AU-CUST00184,Ashley Barton,1986-10-22,Male,AU,Single,Unemployed,44366,Standard,2024-03-17,Medium,0.518,True,Medium,False,0.25,LOW_INCOME,False,619,Standard,Low
AU-CUST00185,Lindsay Martinez,1971-10-26,Female,AU,Single,Full-time,104119,Premium,2024-06-20,Medium,0.75,False,Low,False,0.0,NONE,False,726,Standard,Low
AU-CUST00186,Dr. Hannah Patterson,1976-10-24,Female,AU,Married,Full-time,66781,Standard,2024-04-14,Medium,0.508,True,Low,False,0.0,NONE,False,616,Standard,Low
AU-CUST00187,Jonathan Peterson,1991-10-21,Male,AU,Divorced,Unemployed,118579,Premium,2025-01-10,Medium,0.542,True,Medium,False,0.25,LOW_INCOME,False,578,Standard,Low
AU-CUST00188,Samantha Garcia,2004-10-17,Male,AU,Widowed,Unemployed,45930,Standard,2024-12-01,Medium,0.739,False,High,True,0.45,YOUNG_ADULT|LOW_INCOME,False,405,Standard,Medium
AU-CUST00189,Madison Poole,1974-10-25,Female,AU,Married,Full-time,55480,Standard,2024-06-29,Medium,0.639,True,Low,False,0.0,NONE,False,648,Enhanced,Low
AU-CUST00190,Jessica Gross,1987-10-22,Male,AU,Single,Full-time,78273,Standard,2024-02-16,Medium,0.764,True,Low,False,0.0,NONE,False,745,Standard,Low
AU-CUST00191,Debra Morton,1956-10-29,Male,AU,Divorced,Retired,37733,Standard,2024-02-13,Low,0.498,True,Low,False,0.0,NONE,False,707,Enhanced,Low
AU-CUST00192,Karen Graham,2003-10-18,Female,AU,Single,Full-time,43712,Standard,2025-06-03,High,0.824,False,Low,False,0.2,YOUNG_ADULT,False,715,Enhanced,Low
AU-CUST00193,Debra Christian,2004-10-17,Female,AU,Widowed,Student,14960,Standard,2024-07-08,High,0.936,True,High,True,0.45,YOUNG_ADULT|LOW_INCOME,False,346,Enhanced,Medium
AU-CUST00194,Angelica Keith,1960-10-28,Female,AU,Married,Retired,28774,Standard,2024-02-28,Low,0.348,True,Medium,False,0.3,LOW_DIGITAL_LITERACY,False,666,Standard,Low
AU-CUST00195,John Bishop,2000-10-18,Female,AU,Married,Part-time,67396,Standard,2025-01-25,Medium,0.788,True,Low,False,0.0,NONE,False,547,Enhanced,Low
AU-CUST00196,Allen Rosales,1998-10-19,Male,AU,Single,Full-time,97137,Standard,2025-04-22,High,0.893,False,Low,False,0.0,NONE,False,706,Standard,Low
AU-CUST00197,Daniel Salinas,1976-10-24,Male,AU,Single,Full-time,27009,Standard,2024-03-07,Medium,0.659,False,Low,False,0.0,NONE,False,739,Enhanced,Low
AU-CUST00198,Spencer Haynes,1944-11-01,Female,AU,Married,Retired,28540,Standard,2025-06-02,Low,0.496,False,Medium,True,0.35,ELDERLY,False,594,Standard,Low
AU-CUST00199,Adam Vaughan,2001-10-18,Female,AU,Married,Full-time,22376,Standard,2025-02-01,High,0.865,False,Low,False,0.2,YOUNG_ADULT,False,768,Enhanced,Low
AU-CUST00200,Nathan Freeman,1993-10-20,Male,AU,Divorced,Full-time,30218,Standard,2024-05-18,High,0.963,True,Low,False,0.0,NONE,False,746,Standard,Low
AU-CUST00201,Melissa Brewer,1975-10-25,Male,AU,Married,Full-time,27063,Standard,2025-03-01,Medium,0.739,False,Low,False,0.0,NONE,False,808,Enhanced,Low
AU-CUST00202,Ricky Davis II,1965-10-27,Male,AU,Married,Part-time,39762,Standard,2024-08-18,Low,0.461,False,Low,False,0.0,NONE,False,620,Standard,Low
AU-CUST00203,Elizabeth Perkins,1995-10-20,Male,AU,Single,Full-time,67245,Standard,2024-12-14,High,0.984,True,Low,False,0.0,NONE,False,735,Standard,Low
AU-CUST00204,Joseph Coleman,2003-10-18,Male,AU,Married,Full-time,13230,Standard,2024-03-10,High,0.882,True,Low,False,0.2,YOUNG_ADULT,False,669,Enhanced,Low
AU-CUST00205,Erin Warner,2002-10-18,Male,AU,Single,Part-time,50187,Standard,2024-05-14,Medium,0.64,False,Low,False,0.2,YOUNG_ADULT,False,697,Standard,Low
AU-CUST00206,David Martinez,1998-10-19,Female,AU,Married,Full-time,41967,Standard,2025-02-28,High,0.832,True,Low,False,0.0,NONE,False,689,Enhanced,Low
AU-CUST00207,Bryan Herrera,2006-10-17,Male,AU,Married,Unemployed,34727,Standard,2025-03-18,Medium,0.724,False,High,True,0.45,YOUNG_ADULT|LOW_INCOME,False,524,Enhanced,Medium
AU-CUST00208,Cathy Robinson,1968-10-26,Female,AU,Divorced,Full-time,44265,Standard,2024-01-07,Low,0.403,True,Low,False,0.0,NONE,False,704,Enhanced,Low
AU-CUST00209,Dr. William Warren,2005-10-17,Female,AU,Married,Full-time,42616,Standard,2024-04-27,High,0.895,False,Low,False,0.2,YOUNG_ADULT,False,774,Enhanced,Low
AU-CUST00210,Brian Lee,1993-10-20,Female,AU,Single,Full-time,115549,Premium,2024-11-29,High,0.868,True,Low,False,0.0,NONE,False,763,Enhanced,Low
AU-CUST00211,Christopher Smith,1970-10-26,Female,AU,Divorced,Full-time,53525,Standard,2025-05-12,Low,0.304,True,Low,False,0.0,NONE,False,725,Simplified,Low
AU-CUST00212,Denise Mccann,1969-10-26,Male,AU,Married,Full-time,59168,Standard,2025-01-05,Low,0.565,False,Low,False,0.0,NONE,False,751,Standard,Low
AU-CUST00213,Melissa Martinez,2000-10-18,Male,AU,Married,Full-time,29366,Standard,2025-01-22,High,0.943,True,Low,False,0.0,NONE,False,732,Standard,Low
AU-CUST00214,Katherine Salas,1963-10-28,Female,AU,Married,Full-time,92583,Standard,2024-08-01,Low,0.59,False,Medium,False,0.3,LOW_DIGITAL_LITERACY,False,778,Enhanced,Low
AU-CUST00215,Julie Alexander,1979-10-24,Male,AU,Divorced,Full-time,66721,Standard,2024-01-31,Medium,0.798,True,Low,False,0.0,NONE,False,677,Standard,Low
AU-CUST00216,Anthony Everett,1975-10-25,Male,AU,Single,Full-time,82988,Standard,2025-02-24,Medium,0.574,False,Low,False,0.0,NONE,False,665,Standard,Low
AU-CUST00217,Rodney Morales,2002-10-18,Male,AU,Married,Part-time,46473,Standard,2025-03-14,Medium,0.593,True,Low,False,0.2,YOUNG_ADULT,False,633,Standard,Low
AU-CUST00218,Mark Brown,1996-10-19,Female,AU,Married,Self-employed,34765,Standard,2024-08-31,Medium,0.575,True,Low,False,0.0,NONE,False,588,Standard,Low
AU-CUST00219,Justin Torres,1958-10-29,Male,AU,Single,Retired,37068,Standard,2024-10-05,Low,0.458,True,Low,False,0.0,NONE,False,692,Standard,Low
AU-CUST00220,Bailey Duran DDS,1993-10-20,Male,AU,Divorced,Full-time,29042,Standard,2024-05-09,High,0.831,False,Low,False,0.0,NONE,False,661,Enhanced,Low
AU-CUST00221,Courtney Mills,1981-10-23,Male,AU,Married,Full-time,68214,Standard,2024-09-05,Medium,0.572,True,Low,False,0.0,NONE,False,663,Enhanced,Low
AU-CUST00222,Jeremy Dalton,1993-10-20,Female,AU,Single,Full-time,41783,Standard,2024-05-12,High,0.945,True,Low,False,0.0,NONE,False,792,Enhanced,Low
AU-CUST00223,Elizabeth Oliver DDS,1980-10-23,Male,AU,Single,Part-time,112940,Premium,2024-08-18,Medium,0.697,False,Low,False,0.0,NONE,False,691,Standard,Low
AU-CUST00224,Theresa Clark,1955-10-30,Female,AU,Divorced,Retired,43591,Standard,2024-03-14,Low,0.308,True,Low,False,0.0,NONE,False,561,Enhanced,Low
AU-CUST00225,Matthew Moore,1989-10-21,Female,AU,Married,Full-time,112871,Premium,2024-11-29,Medium,0.708,False,Low,False,0.0,NONE,False,662,Enhanced,Low
AU-CUST00226,Benjamin Smith,1950-10-31,Male,AU,Single,Unemployed,25241,Standard,2024-05-15,Low,0.398,False,Very High,True,0.9,ELDERLY|LOW_INCOME|LOW_DIGITAL_LITERACY,False,507,Standard,Medium
AU-CUST00227,Kirk Carter,1997-10-19,Male,AU,Single,Self-employed,117169,Premium,2025-02-01,Medium,0.544,True,Low,False,0.0,NONE,False,710,Standard,Low
AU-CUST00228,Michael Warner,1967-10-27,Female,AU,Single,Part-time,117217,Premium,2024-10-11,Low,0.439,False,Low,False,0.0,NONE,False,717,Standard,Low
AU-CUST00229,Michael Bradshaw,1976-10-24,Female,AU,Single,Full-time,32424,Standard,2025-05-06,Medium,0.511,False,Low,False,0.0,NONE,False,630,Simplified,Low
AU-CUST00230,Lori Guerrero,1996-10-19,Male,AU,Married,Part-time,83313,Standard,2024-05-01,Medium,0.579,True,Low,False,0.0,NONE,False,547,Standard,Low
AU-CUST00231,Jessica Stephens,2000-10-18,Male,AU,Single,Full-time,64639,Standard,2024-05-29,High,0.919,True,Low,False,0.0,NONE,False,806,Standard,Low
AU-CUST00232,Susan Serrano,1994-10-20,Male,AU,Single,Full-time,39590,Standard,2024-05-13,High,0.957,False,Low,False,0.0,NONE,False,676,Standard,Low
AU-CUST00233,Christopher Parker,1942-11-02,Male,AU,Single,Part-time,26500,Standard,2024-12-12,Low,0.486,False,Medium,True,0.35,ELDERLY,False,529,Standard,Low
AU-CUST00234,Laura Roberts,1978-10-24,Male,AU,Married,Self-employed,105652,Premium,2024-02-28,Medium,0.696,True,Low,False,0.0,NONE,False,717,Standard,Low
AU-CUST00235,Michael Lyons,1951-10-31,Male,AU,Married,Retired,35196,Standard,2025-01-11,Low,0.438,True,Medium,True,0.35,ELDERLY,False,655,Enhanced,Low
AU-CUST00236,Kathryn Snyder,1946-11-01,Male,AU,Married,Retired,44389,Standard,2025-03-25,Low,0.587,True,Very High,True,0.65,ELDERLY|LOW_DIGITAL_LITERACY,False,555,Standard,Medium
AU-CUST00237,Andrew Reynolds,1992-10-20,Female,AU,Married,Self-employed,60053,Standard,2025-01-05,Medium,0.637,True,Low,False,0.0,NONE,False,800,Enhanced,Low
AU-CUST00238,David Davis,1976-10-24,Female,AU,Widowed,Full-time,45860,Standard,2024-03-14,Medium,0.514,True,Low,False,0.0,NONE,False,648,Standard,Low
AU-CUST00239,Sara Johnston,2002-10-18,Female,AU,Married,Full-time,52415,Standard,2024-09-27,High,0.846,True,Low,False,0.2,YOUNG_ADULT,False,726,Standard,Low
AU-CUST00240,Yvonne Chambers,1997-10-19,Female,AU,Divorced,Self-employed,45448,Standard,2024-10-19,Medium,0.692,False,Low,False,0.0,NONE,False,590,Enhanced,Low
AU-CUST00241,Andrew Avila,1960-10-28,Female,AU,Married,Part-time,32564,Standard,2024-08-02,Low,0.315,False,Medium,False,0.3,LOW_DIGITAL_LITERACY,False,652,Enhanced,Low
AU-CUST00242,Matthew Moon,1971-10-26,Male,AU,Single,Part-time,47961,Standard,2024-09-13,Medium,0.523,False,Low,False,0.0,NONE,False,643,Enhanced,Low
AU-CUST00243,Kevin Walters,2002-10-18,Female,AU,Divorced,Full-time,51700,Standard,2025-02-22,High,0.872,False,Low,False,0.2,YOUNG_ADULT,False,606,Standard,Low
AU-CUST00244,Brandon Bailey MD,1994-10-20,Male,AU,Married,Full-time,90828,Standard,2025-04-03,High,0.943,False,Low,False,0.0,NONE,False,821,Standard,Low
AU-CUST00245,Shannon Rivera,1970-10-26,Female,AU,Married,Unemployed,39306,Standard,2024-06-13,Low,0.343,True,Medium,False,0.25,LOW_INCOME,False,502,Enhanced,Low
AU-CUST00246,Donna Landry,1945-11-01,Female,AU,Single,Retired,38483,Standard,2024-06-30,Low,0.27,False,Medium,True,0.35,ELDERLY,False,595,Standard,Low
AU-CUST00247,Krista Gibson,1972-10-25,Female,AU,Married,Full-time,31768,Standard,2024-04-24,Medium,0.649,False,Low,False,0.0,NONE,False,786,Enhanced,Low
AU-CUST00248,Frank Cordova,1993-10-20,Male,AU,Divorced,Full-time,96608,Standard,2024-08-08,High,0.849,True,Low,False,0.0,NONE,False,777,Standard,Low
AU-CUST00249,Jose Travis,1993-10-20,Female,AU,Single,Full-time,56829,Standard,2024-10-26,High,0.847,True,High,True,0.45,PRIOR_VICTIM,False,694,Standard,Medium
AU-CUST00250,Kimberly Gutierrez,1989-10-21,Male,AU,Single,Part-time,74406,Standard,2025-01-26,Medium,0.572,False,Low,False,0.0,NONE,False,589,Enhanced,Low
AU-CUST00251,Isaiah Avila,1973-10-25,Male,AU,Single,Part-time,67407,Standard,2024-05-26,Medium,0.732,True,Low,False,0.0,NONE,False,660,Enhanced,Low
AU-CUST00252,Olivia Harris,1952-10-30,Male,AU,Married,Unemployed,38015,Standard,2024-04-28,Low,0.269,True,High,True,0.6,ELDERLY|LOW_INCOME,False,377,Enhanced,Medium
AU-CUST00253,Tanya Kim,1992-10-20,Male,AU,Divorced,Full-time,109083,Premium,2024-01-19,High,0.806,True,Low,False,0.0,NONE,False,727,Enhanced,Low
AU-CUST00254,Barbara Dudley,2001-10-18,Female,AU,Married,Full-time,16373,Standard,2024-02-21,High,0.924,True,Low,False,0.2,YOUNG_ADULT,False,653,Standard,Low
AU-CUST00255,Cynthia Moore,2004-10-17,Male,AU,Divorced,Student,20313,Standard,2024-01-29,High,0.925,True,High,True,0.45,YOUNG_ADULT|LOW_INCOME,False,457,Enhanced,Medium
AU-CUST00256,Kristen Davis,1970-10-26,Male,AU,Married,Full-time,52226,Standard,2024-04-23,Low,0.345,False,High,True,0.45,PRIOR_VICTIM,False,649,Simplified,Medium
AU-CUST00257,Susan Murray MD,1946-11-01,Female,AU,Married,Retired,33821,Standard,2025-01-16,Low,0.3,True,Medium,True,0.35,ELDERLY,False,628,Standard,Low
AU-CUST00258,Kathleen Moran,2000-10-18,Female,AU,Single,Full-time,74578,Standard,2025-03-01,High,0.975,False,Low,False,0.0,NONE,False,717,Standard,Low
AU-CUST00259,Denise Davenport,2007-10-17,Male,AU,Single,Student,10480,Standard,2025-06-18,High,0.916,True,Very High,True,0.9,YOUNG_ADULT|LOW_INCOME|PRIOR_VICTIM,False,524,Simplified,Medium
AU-CUST00260,Mrs. Kristen Reyes,1966-10-27,Female,AU,Married,Full-time,60503,Standard,2024-10-26,Low,0.211,True,Low,False,0.0,NONE,False,686,Standard,Low
AU-CUST00261,Katie Suarez,2007-10-17,Female,AU,Single,Full-time,14890,Standard,2024-09-06,High,0.893,False,Low,False,0.2,YOUNG_ADULT,False,715,Simplified,Low
AU-CUST00262,Desiree Tyler,1941-11-02,Male,AU,Single,Retired,29965,Standard,2025-05-08,Low,0.279,True,Medium,True,0.35,ELDERLY,False,558,Standard,Low
AU-CUST00263,Timothy Romero,1995-10-20,Female,AU,Divorced,Full-time,62436,Standard,2024-03-21,High,0.962,False,Low,False,0.0,NONE,False,794,Enhanced,Low
AU-CUST00264,Diane Evans,2001-10-18,Female,AU,Married,Part-time,27002,Standard,2024-12-12,Medium,0.7,False,Low,False,0.2,YOUNG_ADULT,False,609,Enhanced,Low
AU-CUST00265,Yvonne Burns,1963-10-28,Male,AU,Single,Full-time,81383,Standard,2025-03-25,Low,0.588,True,Low,False,0.0,NONE,False,770,Enhanced,Low
AU-CUST00266,Joshua Reed,2006-10-17,Male,AU,Married,Student,17727,Standard,2024-10-02,High,0.845,False,High,True,0.45,YOUNG_ADULT|LOW_INCOME,False,527,Enhanced,Medium
AU-CUST00267,Kimberly Gibson,1985-10-22,Male,AU,Married,Full-time,65021,Standard,2024-05-23,Medium,0.748,True,Low,False,0.0,NONE,False,700,Standard,Low
AU-CUST00268,Colin Terry,1999-10-19,Female,AU,Divorced,Full-time,99367,Standard,2024-12-06,High,0.832,False,Low,False,0.0,NONE,False,706,Enhanced,Low
AU-CUST00269,Cynthia Rowe,2006-10-17,Male,AU,Married,Unemployed,11002,Standard,2025-06-30,Medium,0.7,True,High,True,0.45,YOUNG_ADULT|LOW_INCOME,False,317,Simplified,Medium
AU-CUST00270,Patrick Thornton,1996-10-19,Male,AU,Single,Full-time,97565,Standard,2024-05-09,High,0.867,False,Low,False,0.0,NONE,False,670,Simplified,Low
AU-CUST00271,Jasmin Alvarado,2004-10-17,Female,AU,Single,Student,21813,Standard,2024-11-05,High,0.927,False,High,True,0.45,YOUNG_ADULT|LOW_INCOME,False,532,Simplified,Medium
AU-CUST00272,Veronica Simpson,2004-10-17,Female,AU,Single,Full-time,51812,Standard,2024-01-28,High,0.838,True,Low,False,0.2,YOUNG_ADULT,False,777,Enhanced,Low
AU-CUST00273,Jonathan Lawrence,2004-10-17,Male,AU,Married,Unemployed,11905,Standard,2024-05-07,Medium,0.785,True,High,True,0.45,YOUNG_ADULT|LOW_INCOME,False,460,Enhanced,Medium
AU-CUST00274,Shelly Alexander,1974-10-25,Male,AU,Married,Full-time,76963,Standard,2025-02-25,Medium,0.645,False,Low,False,0.0,NONE,False,657,Standard,Low
AU-CUST00275,Joyce Bowen,1978-10-24,Male,AU,Married,Full-time,56947,Standard,2024-09-29,Medium,0.532,True,Low,False,0.0,NONE,False,592,Enhanced,Low
AU-CUST00276,Matthew Moore,1989-10-21,Female,AU,Married,Unemployed,26541,Standard,2024-04-19,Medium,0.706,False,Very High,True,0.7,LOW_INCOME|PRIOR_VICTIM,False,470,Enhanced,Medium
AU-CUST00277,Wayne Morgan,1992-10-20,Male,AU,Single,Full-time,105052,Premium,2024-07-03,High,0.941,False,Low,False,0.0,NONE,False,613,Standard,Low
AU-CUST00278,Marie Christian,1995-10-20,Male,AU,Single,Full-time,70580,Standard,2024-03-07,High,0.871,True,Low,False,0.0,NONE,False,710,Standard,Low
AU-CUST00279,Shannon James,1956-10-29,Female,AU,Single,Unemployed,34497,Standard,2025-03-03,Low,0.519,True,Medium,False,0.25,LOW_INCOME,False,605,Enhanced,Low
AU-CUST00280,Nathan Malone,1949-10-31,Male,AU,Married,Retired,26034,Standard,2025-06-01,Low,0.535,True,Medium,True,0.35,ELDERLY,False,585,Standard,Low
AU-CUST00281,Amanda Jones,1998-10-19,Male,AU,Married,Unemployed,50251,Standard,2024-02-28,Medium,0.674,True,Medium,False,0.25,LOW_INCOME,False,608,Standard,Low
AU-CUST00282,Tammie Bright,2003-10-18,Female,AU,Widowed,Full-time,14081,Standard,2024-05-10,High,0.894,True,Low,False,0.2,YOUNG_ADULT,False,676,Standard,Low
AU-CUST00283,Jessica Garcia,2004-10-17,Male,AU,Single,Full-time,51854,Standard,2025-04-15,High,0.871,False,Low,False,0.2,YOUNG_ADULT,False,685,Enhanced,Low
AU-CUST00284,Shelia Wallace,1998-10-19,Female,AU,Married,Full-time,117257,Premium,2025-04-27,High,0.923,False,Low,False,0.0,NONE,False,627,Simplified,Low
AU-CUST00285,Stephanie Williams,1970-10-26,Female,AU,Single,Full-time,72931,Standard,2025-02-25,Low,0.497,False,Low,False,0.0,NONE,False,710,Enhanced,Low
AU-CUST00286,Elaine Brooks,1983-10-23,Male,AU,Married,Part-time,67583,Standard,2025-01-27,Medium,0.536,True,Low,False,0.0,NONE,False,567,Simplified,Low
AU-CUST00287,Joseph Knight,1997-10-19,Female,AU,Single,Full-time,106270,Premium,2025-04-17,High,0.953,False,Low,False,0.0,NONE,False,658,Enhanced,Low
AU-CUST00288,Carolyn Miller,1983-10-23,Female,AU,Married,Full-time,75418,Standard,2024-07-24,Medium,0.547,True,High,True,0.45,PRIOR_VICTIM,False,563,Standard,Medium
AU-CUST00289,Lisa Allen,1981-10-23,Female,AU,Single,Unemployed,42715,Standard,2025-05-06,Medium,0.518,True,Medium,False,0.25,LOW_INCOME,False,569,Standard,Low
AU-CUST00290,Briana Murray,2003-10-18,Female,AU,Single,Student,10466,Standard,2025-05-01,High,0.888,True,High,True,0.45,YOUNG_ADULT|LOW_INCOME,False,476,Standard,Medium
AU-CUST00291,David Smith,1956-10-29,Male,AU,Married,Retired,29003,Standard,2024-05-06,Low,0.525,False,Low,False,0.0,NONE,False,617,Standard,Low
AU-CUST00292,Stephanie Byrd,2004-10-17,Male,AU,Married,Full-time,18159,Standard,2024-02-10,High,0.93,False,Low,False,0.2,YOUNG_ADULT,False,848,Standard,Low
AU-CUST00293,Jeremy Reed,1960-10-28,Female,AU,Married,Retired,30269,Standard,2024-10-13,Low,0.201,True,Low,False,0.0,NONE,False,658,Standard,Low
AU-CUST00294,Margaret Coleman,1999-10-19,Male,AU,Single,Full-time,58141,Standard,2025-02-20,High,0.881,True,Low,False,0.0,NONE,False,744,Simplified,Low
AU-CUST00295,Ryan Gonzalez,1948-10-31,Male,AU,Widowed,Part-time,34330,Standard,2025-04-11,Low,0.229,True,Medium,True,0.35,ELDERLY,False,585,Enhanced,Low
AU-CUST00296,John Young,1945-11-01,Male,AU,Single,Retired,42052,Standard,2024-03-19,Low,0.591,True,Very High,True,0.65,ELDERLY|LOW_DIGITAL_LITERACY,False,631,Standard,Medium
AU-CUST00297,Laura Haney,1961-10-28,Male,AU,Married,Full-time,45313,Standard,2024-07-26,Low,0.202,True,Medium,False,0.3,LOW_DIGITAL_LITERACY,False,737,Simplified,Low
AU-CUST00298,William Barrett,1953-10-30,Female,AU,Divorced,Unemployed,31853,Standard,2025-02-25,Low,0.487,False,High,True,0.6,ELDERLY|LOW_INCOME,False,588,Simplified,Medium
AU-CUST00299,Keith Jennings,1977-10-24,Female,AU,Married,Full-time,71987,Standard,2024-02-03,Medium,0.536,True,Low,False,0.0,NONE,False,775,Enhanced,Low
AU-CUST00300,Amber Obrien,1967-10-27,Female,AU,Single,Full-time,47654,Standard,2025-01-31,Low,0.587,False,Low,False,0.0,NONE,False,647,Enhanced,Low
AU-CUST00301,Tanner Mitchell DDS,1976-10-24,Male,AU,Married,Self-employed,37421,Standard,2024-06-09,Medium,0.547,True,Low,False,0.0,NONE,False,637,Simplified,Low
AU-CUST00302,Heather Fields,2006-10-17,Male,AU,Single,Part-time,52160,Standard,2024-01-13,Medium,0.747,False,Low,False,0.2,YOUNG_ADULT,False,646,Enhanced,Low
AU-CUST00303,Megan Le,1987-10-22,Female,AU,Married,Full-time,92484,Standard,2024-05-12,Medium,0.723,False,Low,False,0.0,NONE,False,642,Enhanced,Low
AU-CUST00304,Sara Fuller,1982-10-23,Male,AU,Married,Self-employed,119316,Premium,2025-02-11,Medium,0.785,False,Low,False,0.0,NONE,False,681,Standard,Low
